,run_time_stamp,Company,sr_no,cat,que_no,source,message,result
19,2/27/25 1:45,JUBLFOOD,22,2,18,annual_report_url,Does the company state the information about number of accidents at workplace or labour fatalities? You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ,"Yes, the company provides information on workplace accidents and fatalities in its Integrated Annual Report for the year ended 31st March 2024.  On page 132, under section P3-E11,  the report provides details of safety-related incidents, including:

* **Lost Time Injury Frequency Rate (LTIFR):**  0.35 per one million person-hours worked for employees and 0 for workers.
* **Total recordable work-related injuries:** 7 for employees and 0 for workers.
* **Number of fatalities:** 1 for employees and 0 for workers.
* **High consequence work-related injury or ill-health (excluding fatalities):** 0 for employees and 0 for workers.


The report also notes that these figures are work-related.  Further details regarding the types of incidents are available in other sections of the report.
"
20,2/27/25 1:49,JUBLFOOD,23,2,19,combined_policies,Does the company have policies and/or mechanisms to prevent sexual harassment at workplace?  Does it mention of any incident regarding sexual harrassment? Does it mention about prevention and redressal of such incidents? What is the name of the policy?  Do look for the title above for the policy description and get the name at any cost. Do not make up information. Only look in the context provided. You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.,"I'm sorry, but the provided text does not contain any information about the company's policies and/or mechanisms to prevent sexual harassment at the workplace, nor does it mention any incidents of sexual harassment or any prevention and redressal mechanisms.  Therefore, I cannot answer your questions.  The document focuses on the company's Memorandum and Articles of Association.
My apologies for the misunderstanding.  I cannot access external websites or specific files online, including the Jubilant FoodWorks website. Therefore, I cannot answer your questions about their sexual harassment policies and procedures.  To find this information, you will need to visit their website directly and search for terms like ""sexual harassment policy,"" ""code of conduct,"" ""ethics,"" or ""employee handbook.""  These documents often contain the details you are seeking.
"
21,2/27/25 1:50,JUBLFOOD,24,2,19,annual_report_url,Does the company have policies and/or mechanisms to prevent sexual harassment at workplace?  Does it mention of any incident regarding sexual harrassment? Does it mention about prevention and redressal of such incidents? What is the name of the policy?  Do look for the title above for the policy description and get the name at any cost. Do not make up information. Only look in the context provided. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ,"Yes, the company has a policy on prevention of sexual harassment at the workplace.  The annual report (page 72) mentions that the company has adopted a policy in compliance with the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 ('POSH Act').  It states that periodic sessions were conducted to build awareness on the subject.  The report further notes that the company has constituted an Internal Complaints Committee ('ICC') to address complaints regarding sexual harassment.  However, the name of the policy itself is not explicitly stated in the provided text."
22,2/27/25 1:52,JUBLFOOD,25,2,20,combined_policies," Does the company have in place policies and practices which explain its supplier/contractor selection ? Can you fetch what standards do the company have for supplier/vendor selection? 
 What does the policy say about vendor/supplier management? What policies they have to control the vendors to defined standard? What standards does the company have for the suppliers or vendor?  
 Look at the content and find the policy name where is it written about this. Do not make up information. Get as much information you get for both supplier/vendor selection and supplier/vendor management. Finally sumarize your verdict whether the company has policies for supplier/vendor selection as well as supplier/vendor management. You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.","I cannot access external websites or specific files online, including the Jubilant FoodWorks website. Therefore, I'm unable to provide you with the requested information about their supplier/contractor selection policies and practices, vendor/supplier management standards, or the names of any specific policies related to this.  To obtain this information, you will need to directly consult the Jubilant FoodWorks website and look for relevant documents in their investor relations, sustainability reports, or similar sections.
That's a very good approach.  Since the company's website doesn't directly offer the information, asking targeted questions is the best way to try and glean details about their procurement practices.  The four questions you've formulated are excellent and cover the key aspects of supplier/vendor selection and management.  They are specific enough to be useful if someone from the company *is* able to answer them, but also general enough to allow for a range of responses.
"
23,2/27/25 1:54,JUBLFOOD,26,2,21,annual_report_url,"Please look at the auditor's report and notes to the financial statement whether whether the company has made any delayed repayments to its  lenders, creditors or suppliers. Quote the source and page number in your answer. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ","Based on the provided Jubilant FoodWorks Limited Integrated Annual Report (March 31, 2024), there is no mention of delayed repayments to lenders, creditors, or suppliers.  However, the report does indicate that the company is generally regular in depositing undisputed statutory dues (page 241).  There's also discussion of trade payables having an average settlement term of six months (page 198) and trade receivables with an average collection period of around 51 days (page 109).  These details, however, do not indicate any *delayed* payments.
"
24,2/27/25 1:55,JUBLFOOD,27,2,21,annual_report_23,"Please look at the auditor's report and notes to the financial statement whether whether the company has made any delayed repayments to its  lenders, creditors or suppliers.  You are looking at the annual report as of 31st March 2023. Make sure you quote this source in the answer with the page number from which you extract the information ","Based on the provided Jubilant FoodWorks Limited Annual Report for the year ended March 31st, 2023, there is no mention of delayed repayments to lenders, creditors, or suppliers.

However, the notes to the financial statements (page 196-197) do mention that trade payables are typically settled within 30-60 days, and other payables have an average term of six months.  There is no indication of any significant overdue amounts.  A more detailed breakdown of outstanding amounts by due date is also provided in the notes for both Trade Payables and Other Payables.  The auditor's report (page 155) does not indicate any material issues concerning the timely repayment of debts.
"
25,2/27/25 1:56,JUBLFOOD,28,2,21,annual_report_22,"Please look at the auditor's report and notes to the financial statement whether whether the company has made any delayed repayments to its  lenders, creditors or suppliers. You are looking at the annual report as of 31st March 2022. Make sure you quote this source in the answer with the page number from which you extract the information ","Based on the provided Jubilant FoodWorks Limited Annual Report for the year ended March 31, 2022, there is no mention of delayed repayments to lenders.  However, the report does discuss outstanding dues to creditors and suppliers:

* **Trade Payables:**  The report notes that trade payables are normally settled within 30-60 days. (Page 134, Note 18)  An aging schedule for trade payables is also provided, showing the outstanding amounts broken down by the length of time overdue. (Page 134)

* **Other Payables:**  The report indicates that other payables have an average term of six months. (Page 135, Note 19)

* **Statutory Dues:**  The report states that there are outstanding amounts for Goods and Services Tax (GST), Value Added Tax, and Income Tax, but these are attributed to disputes rather than simply being overdue. (Pages 97, 105, 134, 140-141; Notes 30A(c), 31A(c), 22, 28)


There's no explicit mention of *delayed* payments in the sense of missed deadlines, but the aging schedule of trade payables and the details of disputed statutory dues provide the relevant context regarding outstanding amounts as of March 31, 2022.  A significant portion of the outstanding dues are subject to ongoing disputes.
"
26,2/27/25 1:57,JUBLFOOD,29,2,21,credit_rating," Check whether you find any information about whether the company has made any delayed repayments to its  lenders, creditors or suppliers. You are looking at the credit rating report. Make sure you quote this source along with page number from which you extract the information in your answer. ","Based on the provided CRISIL credit rating report, there is no information explicitly stating that Jubilant FoodWorks Limited has made any delayed repayments to its lenders, creditors, or suppliers.  The report focuses on the company's financial health and risk profile but does not detail specific instances of payment delays.
"
27,2/27/25 15:29,JUBLFOOD,30,2,22,combined_policies,"Does the company demonstrate a commitment to strong ethical practices and is clearly anti-corruption and anti-bribery? Does it talk about ethics, core values of the company, ethical standards expected from the employees and directors? or dealing with thordparties ? Does it talk about how to deal with conflict? Does the policy talk about Disciplinary action in case of failure to adhere to the ethics code? You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.","Based on the provided document, which appears to be the Memorandum and Articles of Association of Jubilant FoodWorks Limited, there is no explicit mention of a separate, dedicated ethics policy or code of conduct.  Therefore, it's impossible to definitively say whether the company demonstrates a commitment to strong ethical practices, is clearly anti-corruption and anti-bribery, or has specific procedures for dealing with conflicts of interest, third-party interactions, or disciplinary action for ethics violations.

The document outlines the company's objectives and legal structure, but it doesn't delve into the details of internal policies or procedures related to ethical conduct, conflict resolution, or anti-corruption/anti-bribery measures.  To find information about these specific aspects, you would need to review Jubilant FoodWorks Limited's separate ethics policy or code of conduct, if one exists and is publicly available on their website.
I cannot find relevant information regarding the company's ethics and anti-corruption practices in the provided pages. However, generally, companies often have dedicated sections on their websites that outline their commitment to ethical practices, including anti-corruption and anti-bribery policies. These may include:

1. **Code of Conduct**: A document that outlines the ethical standards expected from employees and management.
2. **Anti-Corruption Policy**: A specific policy detailing the company's stance against bribery and corruption, including guidelines for compliance.
3. **Whistleblower Policy**: A framework for reporting unethical behavior without fear of retaliation.
4. **Training Programs**: Information on training provided to employees regarding ethical practices and compliance.

For specific examples, I recommend checking the company's official website under sections like ""Corporate Governance,"" ""Ethics,"" or ""Compliance."" If you have access to those resources, you may find detailed statements and policies."
28,2/27/25 15:34,JUBLFOOD,31,2,22,combined_policies,does any policy clearly state that the company is against bribery and corruption in any form? If so mention policy name. Does it mention about the measures related to anti-corruption and anti-bribary. You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.,"I have reviewed the provided document, which appears to be Jubilant FoodWorks Limited's Memorandum and Articles of Association and related certificates.  This document does *not* contain a separate, explicitly named policy dedicated to anti-bribery and corruption.  Therefore, I cannot answer your question about a specific policy name and its measures.

To find such a policy, you would need to consult Jubilant FoodWorks Limited's website directly and review their publicly available policies, specifically those addressing ethics, compliance, or corporate governance.  The information in the provided document is only a part of the company's overall legal and regulatory framework and doesn't cover all aspects of their internal policies.
Yes, please rephrase the query in that manner.  I'm interested in seeing what information you can find using that broader search term.
"
29,2/27/25 15:39,JUBLFOOD,32,2,22,combined_policies,check if the company is a signatory to a well-known global anti-corruption framework or code of ethical conduct. You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.,"I do not have access to live websites or specific files online, including the Jubilant FoodWorks website. Therefore, I cannot directly check if the company is a signatory to any well-known global anti-corruption framework or code of ethical conduct based on their website policies.  To get that information, you will need to visit their website yourself and review their published policies, such as a ""Code of Conduct,"" ""Ethics Policy,"" or similar documentation.  Once you find the relevant document, you can check for mentions of specific frameworks like the UN Global Compact, the OECD Anti-Bribery Convention, or similar initiatives.
That's an excellent rephrasing of the query!  Making it specific by requesting verification of membership in *well-known global anti-corruption frameworks* and requesting a *direct quote from the relevant policy on their website*, along with specifying the source, significantly improves the chances of obtaining a precise and verifiable answer.  This avoids ambiguity and provides a clear path for finding the information.
"
30,2/27/25 15:39,JUBLFOOD,33,2,23,annual_report_url,"Please find total CSR spending in financial year and then compare it with total profit that year. Get me number in percentage i.e what percentage of the profit was spent on CSR activities. Quote the source name and page number from where you get the answer. If the company faces losses that year instead of profits and still have spent on CSR activities, please state that explicitly. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information 
","Here's the answer to your question:

Jubilant FoodWorks Limited spent ₹99.60 million on CSR activities in the financial year ending March 31, 2024.  Their consolidated profit for the same year was ₹4,007.52 million.

Therefore, CSR spending represented **2.49%** of the consolidated profit.  (₹99.60 million / ₹4,007.52 million * 100 = 2.49%).

**Source:** Jubilant FoodWorks Limited, Integrated Annual Report 2023-24, page 64."
31,2/27/25 15:40,JUBLFOOD,34,2,23,annual_report_23,"Please find total CSR spending in financial year and then compare it with total profit that year. Get me number in percentage i.e what percentage of the profit was spent on CSR activities. Quote the source name and page number from where you get the answer. If the company faces losses that year instead of profits and still have spent on CSR activities, please state that explicitly. You are looking at the annual report as of 31st March 2023. Make sure you quote this source in the answer with the page number from which you extract the information ","Here's the answer to your query.

In the financial year ending March 31st, 2023, Jubilant Foodworks Limited spent ₹90.81 million on Corporate Social Responsibility (CSR) activities.  Their profit after tax for the same period was ₹3,562.12 million.

Therefore, CSR spending represented **2.55%** of their profit after tax.  (₹90.81 million / ₹3,562.12 million * 100 = 2.55%).

**Source:** Jubilant Foodworks Limited, Integrated Annual Report 2022-23, Page 93 (CSR Spending) and Page 79 (Profit After Tax)."
32,2/27/25 15:44,JUBLFOOD,35,2,23,annual_report_22,"Please find total CSR spending in financial year and then compare it with total profit that year. Get me number in percentage i.e what percentage of the profit was spent on CSR activities. Quote the source name and page number from where you get the answer. If the company faces losses that year instead of profits and still have spent on CSR activities, please state that explicitly.  You are looking at the annual report as of 31st March 2022. Make sure you quote this source in the answer with the page number from which you extract the information ","Here's the answer to your query:

Jubilant FoodWorks Limited spent **2.009%** of its average net profit for the three preceding years on CSR activities in the financial year ending March 31, 2022.  The total CSR spending that year was ₹829.88 lakhs.

**Source:** Jubilant FoodWorks Limited Annual Report 2021-22, Annexure C, page 53.
Please provide me with the Jubilant FoodWorks Limited Annual Report for the fiscal year ending March 31, 2022.  I need to access the report's text and tables to answer your question accurately.  Once you provide the report, I can extract the necessary data, perform the calculations, and provide the requested information, including the source (page number).
"
33,2/27/25 15:45,JUBLFOOD,36,3,28,annual_report_url,"Please check the auditor's report and see if they have raised any qualified opinion or emphasis of matter. If any such information is available, do we have management comment on it. Is there any information which says auditor has resigned due to difference of opinion or any suspicious reason.  You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ","Based on the provided Jubilant FoodWorks Limited Integrated Annual Report (March 31, 2024), the independent auditor's reports (both consolidated and standalone, pages 149-154 and 216-220 respectively) do **not** contain any qualified opinions or emphasis of matter.  There is no mention of an auditor resigning due to a difference of opinion or for any suspicious reason.
"
34,2/27/25 15:46,JUBLFOOD,37,3,28,annual_report_23,"Please check the auditor's report and see if they have raised any qualified opinion or emphasis of matter. If any such information is available, do we have management comment on it. Is there any information which says auditor has resigned due to difference of opinion or any suspicious reason.  please bring it and also bring the section name and page number. You are looking at the annual report as of 31st March 2023. Make sure you quote this source in the answer with the page number from which you extract the information ","Based on the provided Annual Report for Jubilant Foodworks Limited as of March 31st, 2023:

**Auditor's Opinion and Key Audit Matters:**

The independent auditor's report (pages 152-159) expresses an *unmodified* opinion on the standalone and consolidated financial statements.  However, the report does highlight two key audit matters:

1.  **Impairment of Investment in Subsidiary (page 152):**  The auditor discusses the significant judgments and estimations involved in assessing the impairment of the investment in the Sri Lanka subsidiary.  The auditor details the audit procedures used to address these estimations.  No qualified opinion or emphasis of matter was raised related to this key audit matter.

2.  **Claims and Litigations (page 152):** The auditor points out the subjective nature of applying accounting standards to ongoing litigations and the inherent uncertainties related to potential exposure.  Again, audit procedures are described, but no qualified opinion or emphasis of matter is raised.

**Management's Response:**

The Annual Report does not contain a separate section explicitly addressing the auditor's key audit matters. However, the Management Discussion and Analysis section (pages 55-77) discusses the economic conditions in India, Sri Lanka, and Bangladesh, which provides context for the challenges faced by the Company, including the performance of its Sri Lankan subsidiary. This indirectly addresses the auditor's concerns on investment impairment.  The report also extensively describes the Company's legal proceedings and disputes, acknowledging potential financial impacts (pages 202-203, Note 31), providing context for the auditor's concerns on claims and litigations.

**Auditor Resignation:**

There is no mention in the provided report of the auditor resigning due to a difference of opinion or any suspicious reason.


**Important Note:**  My analysis is based solely on the text provided.  A visual inspection of the annual report might reveal additional context not captured in the OCR.  Always refer to the original document for complete and accurate information.
"
35,2/27/25 15:46,JUBLFOOD,38,3,28,annual_report_22,"Please check the auditor's report and see if they have raised any qualified opinion or emphasis of matter. If any such information is available, do we have management comment on it. Is there any information which says auditor has resigned due to difference of opinion or any suspicious reason.   You are looking at the annual report as of 31st March 2022. Make sure you quote this source in the answer with the page number from which you extract the information ","Here's an analysis of the Jubilant FoodWorks Limited Annual Report (as of March 31, 2022) regarding the auditor's report, focusing on qualified opinions, emphasis of matter, auditor resignations, and management comments:

**Qualified Opinion or Emphasis of Matter:**

The independent auditor's report (pages 88-91 and 164-167) does *not* express a qualified opinion.  However, it does highlight two key audit matters requiring emphasis:

1.  **Impairment of Investment in Subsidiary (page 89):** The auditors point out the significant judgment involved in assessing the recoverability of the investment in the Sri Lankan subsidiary due to various factors and uncertainties.  They detail the audit procedures undertaken to address this matter.  While not a qualification, the significant judgment involved constitutes a key audit matter. Management addresses this in Note 38 (pages 112-113), detailing the assumptions, methodology, and sensitivity analysis used in the impairment assessment.

2.  **Claims and Litigations (page 89):** The auditors highlight the significant judgment involved in assessing and accounting for lawsuits and claims, particularly concerning GST matters.  Again, this is presented as a key audit matter due to the inherent subjectivity involved.  Management's discussion is presented throughout Note 30 (pages 139-141), revealing significant litigation with tax authorities.

**Management Comment:**

Management provides detailed responses to each of the key audit matters in the notes to the financial statements.  Their explanations aim to clarify the auditor's concerns and demonstrate the reasonableness of their accounting treatments and estimations.

**Auditor Resignation:**

The auditor's report does *not* mention any resignation of the auditor due to a difference of opinion or for any suspicious reasons.  The report indicates Deloitte Haskins & Sells LLP continued as the statutory auditor.  There's no mention of any such issues in either the auditor's report or the Board's report.

**In summary:** While the auditors raise key audit matters which are of significance, they do not issue a qualified opinion. Management has proactively addressed these concerns in the notes to the financial statements.  There is no indication of auditor resignation due to any difference of opinion or for any suspicious reasons within the provided report.
"
36,2/27/25 15:51,JUBLFOOD,39,3,32,combined_policies,Does the company has dedicated policy for related party transactions? You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.,"I am unable to access external websites or specific files online, including the Jubilant FoodWorks website. Therefore, I cannot determine whether the company has a dedicated policy for related party transactions from their website.  To find this information, you will need to visit the Jubilant FoodWorks investor relations or corporate governance section of their website and look for documents such as a ""Related Party Transaction Policy"" or similar.
I cannot find relevant information regarding the company's policies on related party transactions in the provided pages. However, based on general knowledge, companies typically have policies in place to govern transactions with related parties to ensure fairness, transparency, and compliance with legal requirements. These policies often include guidelines for disclosure, approval processes, and monitoring to prevent conflicts of interest. If you need specific details, I recommend checking the company's official website or their investor relations section for any available documents or reports."
37,2/27/25 15:55,JUBLFOOD,40,3,32,combined_policies,"If the related party transaction policy is available, does it cover definition of ordinary business? You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.","I cannot access external websites or specific files online, including the Jubilant FoodWorks Limited website. Therefore, I cannot determine whether their related party transaction policy includes a definition of ordinary business.  To find this information, you will need to visit the Jubilant FoodWorks Limited website yourself and locate their ""Related Party Transaction Policy"" (or a similarly titled document).  Once located, review the policy's contents to see if a definition of ""ordinary course of business"" is provided.
I cannot find relevant information regarding the Related Party Transaction Policy or its coverage of the definition of ""ordinary business"" in the provided pages. However, generally speaking, a Related Party Transaction Policy typically outlines the types of transactions that are considered ordinary business, which may include routine transactions that are part of the company's regular operations. For specific details, it would be best to refer directly to the policy document of the specific company in question."
38,2/27/25 16:01,JUBLFOOD,41,3,32,combined_policies,"If the related party transaction policy is available, does it cover definition materiality of transactions? You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name.","I am sorry, but I do not have access to external websites or specific files online, including the Jubilant FoodWorks Limited website. Therefore, I cannot determine whether their related party transaction policy includes a definition and materiality assessment of transactions.  To find this information, you will need to visit the Jubilant FoodWorks Limited website yourself and review their relevant policies, likely titled something like ""Related Party Transactions Policy"" or a similar name.
Those are excellent rephrased queries!  Yes, please try searching again using those variations.  My previous attempts clearly failed to extract the relevant information about materiality thresholds for related party transactions from the provided documents.  The new phrasing is much more precise and targeted.
I cannot access external websites or specific files online, including the ""Combined Policies"" document you mentioned.  Therefore, I cannot answer your questions about Jubilant FoodWorks Limited's Related Party Transactions Policy, specifically regarding materiality thresholds and page numbers within their document.  To get this information, you will need to access the document yourself.
"
39,2/27/25 16:06,JUBLFOOD,42,3,32,combined_policies,"If the related party transaction policy is available, does it  talk about requirement of external auditors to review material related party transactions? You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name. ","I'm sorry, but I do not have access to real-time information, including the contents of websites.  Therefore, I cannot access Jubilant FoodWorks' related party transaction policy to determine whether it mandates external auditor review of material related party transactions.  To find this information, you will need to visit the Jubilant FoodWorks investor relations section or their corporate governance page on their website. Look for a document titled something like ""Related Party Transaction Policy"" or ""Related Party Disclosure Policy"".  Once you find the correct document, review its contents to find the answer.
That's a much improved query!  To answer it, we need to know *which* company's policies we're examining.  The provided text is the Memorandum and Articles of Association for Jubilant FoodWorks Limited.  However, there is no mention of a specific policy regarding related party transactions that mandates external auditor review.

The documents do detail the company's objects and activities, including potential for related party transactions given its business model (franchising, etc.), but they don't explicitly lay out a separate, named policy for their review by external auditors.  To find that information, you would need to consult:

* **Jubilant FoodWorks Limited's internal policies and procedures:**  These are internal documents not included in the provided MOA.
* **Indian accounting standards and regulations:**  Indian GAAP (Generally Accepted Accounting Principles) and relevant regulations would outline requirements for disclosure and auditing of related party transactions.  These would not be specific to Jubilant FoodWorks, but would be the legal framework under which they operate.
* **Jubilant FoodWorks Limited's annual reports:** These reports often include details on related party transactions and the auditor's review of them.


In short, the answer to your rephrased query, based on the provided document, is:  There is no *explicitly named policy* in the provided MOA of Jubilant FoodWorks Limited that addresses this.  However, compliance with Indian accounting standards and regulations regarding related party transactions is implied.
"
40,2/27/25 16:08,JUBLFOOD,43,3,36,annual_report_url,Please find the information about shareholding pattern. Please also find the information about top 10 shareholder names. Please get the page number from where you get this information. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ,"Here's the information on shareholding pattern and the top 10 shareholders, extracted from the Jubilant FoodWorks Limited Integrated Annual Report 2023-24 (page 106):


**Shareholding Pattern as on March 31, 2024**

Source: Jubilant FoodWorks Limited Integrated Annual Report 2023-24, page 106.

| Category             | No. of Shares Held | % of Shareholding |
|----------------------|--------------------|--------------------|
| **A. Promoter Holding** |                    |                    |
| 1. Promoter & Promoter Group | 276,732,485       | 41.94%             |
| **Sub-Total (A)**      | 276,732,485       | 41.94%             |
| **B. Non-Promoter Holdings** |                    |                    |
| 1. Mutual Funds         | 131,821,835       | 19.98%             |
| 2. Banks, Insurance Companies | 31,809,960        | 4.82%              |
| 3. Foreign Portfolio Investors | 153,330,348       | 23.24%             |
| 4. Alternate Investment Funds | 2,365,802         | 0.36%              |
| 5. Provident Fund/Pension Funds | 4,606,982         | 0.69%              |
| 6. Bodies Corporate/LLP     | 8,116,173         | 1.23%              |
| 7. Non-Resident Indians    | 2,351,186         | 0.36%              |
| 8. Individuals/HUF/Trust/Others | 48,710,429        | 7.38%              |
| **Sub-Total (B)**      | 383,112,715       | 58.06%             |
| **Grand Total (A+B)**   | 659,845,200       | 100.00%            |


**Note:**  The report does not explicitly list the top 10 shareholder *names*, only the shareholding percentages by category.  To obtain the names of the top 10 shareholders, you would need to consult additional filings made with the relevant stock exchanges.
"
41,2/27/25 16:09,JUBLFOOD,44,3,37,annual_report_url,You need to find if the shareholding information (both the number of share and percentage of total shares) is given for board members as well as key management personels. Please list all the board members and key management personel and their share holding information. Do not output in table format. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ,"The provided text is the Jubilant FoodWorks Limited Integrated Annual Report 2023-24.  Shareholding information for Board members and Key Management Personnel as of March 31, 2024, is not consistently provided across all individuals.

**Board of Directors:**

* **Shyam S. Bhartia:** Holds 0 shares. (Page 68)
* **Hari S. Bhartia:** Holds 10 shares. (Page 68)
* **Sameer Khetarpal:** Holds 0 shares. (Page 68)
* **Shamit Bhartia:** Holds 0 shares. (Page 68)
* **Aashti Bhartia:** Holds 0 shares. (Page 68)
* **Abhay Prabhakar Havaldar:** Holds 0 shares. (Page 68)
* **Ashwani Windlass:** Holds 0 shares. (Page 68)
* **Berjis Minoo Desai:** Holds 0 shares. (Page 68)
* **Deepa Misra Harris:** Holds 0 shares. (Page 68)
* **Vikram Singh Mehta:** Holds 0 shares. (Page 68)
* **Amit Jain:** Holds 0 shares. (Page 68)


**Key Management Personnel:**

The report does not provide shareholding information for Key Management Personnel.


"
42,2/27/25 16:12,JUBLFOOD,45,3,38,combined_policies,"Does the company have dividend distribution policy? If yes, does it specify dividend payout ratio? Get the dividend payout ratio along with its guidance. You are looking at the policies extracted from the company website. Make sure you quote this source in your answer along with the relevant policy name. ","I am sorry, but I do not have access to external websites or specific files online, including the Jubilant FoodWorks website. Therefore, I cannot provide you with the company's dividend distribution policy or its dividend payout ratio and guidance.  To obtain that information, please visit the Jubilant FoodWorks investor relations section on their official website.
That's an excellent rephrased query.  It's much more likely to yield results because it:

* **Is specific to the company:**  Using the full company name (""Jubilant FoodWorks Limited"") directly targets the search.
* **Asks a precise question:**  It clearly asks about the dividend policy and payout ratio.
* **Specifies the desired format:** Requesting a quote from the company's website ensures the information is directly sourced and verifiable.

This approach is significantly better than the original query, which was too broad and lacked the specificity needed for a successful search.  To find the answer, a search should be performed on Jubilant FoodWorks Limited's investor relations section of their website.  Look for documents such as annual reports, investor presentations, or press releases that discuss dividend policy and guidance.
"
43,2/27/25 16:13,JUBLFOOD,46,3,38,annual_report_url,"Does the company have dividend distribution policy? If yes, does it specify dividend payout ratio? Get the dividend payout ratio along with its guidance. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information  ","Yes, Jubilant FoodWorks Limited has a dividend distribution policy.  However, the policy itself does not specify a dividend payout ratio.  The annual report for the fiscal year ending March 31, 2024, on page 68 states that the Board recommends a dividend of ₹1.20 (60% of face value) per equity share.  There is no explicit guidance on future dividend payout ratios provided in the report.
"
44,2/27/25 16:14,JUBLFOOD,47,3,38,annual_report_url,"Find out what was dividend payout ratio this year, If it is not explicitly mentioned, calculate the ratio of dividends distributed and the net profit. You should find the information in consolidated financial statements. You are looking at the annual report as of 31st March 2024. Make sure you quote this source in the answer with the page number from which you extract the information ","The dividend payout ratio for the year ended March 31, 2024, is 60%.  This is explicitly stated in the ""Board's Report"" section on page 68 of the annual report.  The report also mentions that the Board of Directors recommended a dividend of ₹1.20 (i.e., 60%) per equity share of ₹2/- each for FY2024, subject to shareholder approval.
"
45,2/27/25 16:15,JUBLFOOD,48,3,38,annual_report_23,"Find out what was dividend payout ratio this year, If it is not explicitly mentioned, calculate the ratio of dividends distributed and the net profit. You should find the information in consolidated financial statements. Please mention the page number on which you find this information. You are looking at the annual report as of 31st March 2023. Make sure you quote this source in the answer with the page number from which you extract the information ","The dividend payout ratio for the year ended March 31, 2023, is not explicitly stated in the provided document.  However, we can calculate it using the information from the consolidated financial statements.

**Calculation:**

* **Dividends distributed:** ₹791.81 million (Page 79, Board's Report)
* **Net profit:** ₹3,530.34 million (Page 164, Consolidated Statement of Profit and Loss)

**Dividend Payout Ratio = (Dividends Distributed / Net Profit) * 100**

Dividend Payout Ratio = (₹791.81 million / ₹3,530.34 million) * 100 = **22.43%**

Therefore, based on the consolidated financial statements (page numbers cited above), the dividend payout ratio for the year ended March 31, 2023, is approximately **22.43%**.
"
46,2/27/25 16:15,JUBLFOOD,49,3,38,annual_report_23,"Find out what was dividend payout ratio this year, If it is not explicitly mentioned, calculate the ratio of dividends distributed and the net profit. You should find the information in consolidated financial statements. Please mention the page number on which you find this information. You are looking at the annual report as of 31st March 2023. Make sure you quote this source in the answer with the page number from which you extract the information ","Here's the answer to your question:

The dividend payout ratio for the year ended March 31st, 2023, is **17.8%**.  This was not explicitly stated as a ratio, but it was calculated from the information provided in the consolidated financial statements on **page 239**.  The calculation is:

(Dividends distributed ₹791.81 million) / (Net profit ₹4,449.55 million) = 0.1777 or 17.8%


Please note that the figures are extracted from the consolidated financial statements in the annual report for the fiscal year ended March 31, 2023."
