,run_time_stamp,company,category,que_no,score,justification
16,2/28/25 21:15,JUBLFOOD,3,44,0,"I could not make judgement, however content is : Here's a summary of the qualifications, field of expertise, and years of experience for Jubilant FoodWorks Limited's Board of Directors and Key Management Personnel, as per the Annual Report for the year ended March 31, 2024 (Page numbers referenced):


**Board of Directors (Page 44-45):**

* **Mr. Shyam S. Bhartia (Chairman & Director):** Bachelors' degree in Commerce from St. Xavier's College, Calcutta University. Over four decades of experience in pharmaceuticals, contract R&D, proprietary novel drugs, life science ingredients, agri products, performance polymers, food service (QSR), food, auto, consulting in aerospace and oilfield services.

* **Mr. Hari S. Bhartia (Co-Chairman & Director):** Bachelors' degree in Chemical Engineering from the Indian Institute of Technology (IIT), Delhi. Over four decades of experience in pharmaceuticals, contract R&D, proprietary novel drugs, life science ingredients, agri products, performance polymers, food service (QSR), food, auto, consulting in aerospace and oilfield services.

* **Mr. Sameer Khetarpal (CEO & Managing Director):** MBA from ISB Hyderabad and MS (Chemical Engineering) from Lamar University, Texas. 25+ years of experience in e-commerce, CPG, and management consulting.

* **Mr. Shamit Bhartia (Non-Executive Director):** Bachelor's degree in Economics from Dartmouth College, USA.  Experience in media and speciality chemicals and consumer products sectors is mentioned but specific years not stated.

* **Ms. Aashti Bhartia (Non-Executive Director):** Bachelor's degree in Anthropology and History from Columbia University, USA, and completed the Business Bridge Programme from Tuck School of Business. Experience in luxury hospitality and business development is mentioned, with specific years not stated.

* **Mr. Abhay Prabhakar Havaldar (Independent Director):** Bachelor's degree in Electrical Engineering from Bombay University and M.Sc. in Management from Sloan Fellow Programme at London Business School. Distinguished experience in venture capital and private equity; expertise in Corporate Finance, Venture Capital, Investment Banking, and Strategy is noted, but years of experience not specified.

* **Mr. Ashwani Windlass (Independent Director):** Gold Medal in B.Com from Punjab University, graduate in Journalism and MBA from Faculty of Management Studies, University of Delhi. Over four decades of experience in strategy, telecom, and technology is mentioned.

* **Mr. Berjis Minoo Desai (Independent Director):** Law graduate from Mumbai University and postgraduate in law from Cambridge University, U.K. 43 years of experience in mergers and acquisitions, derivatives, corporate and financial laws, international business laws, and international commercial arbitration.

* **Ms. Deepa Misra Harris (Independent Director):** Master's degree from Lady Sri Ram College, Delhi University, and has completed various executive programs from Cornell and ISB.  Over three decades of experience in high-end luxury hospitality is mentioned.

* **Mr. Vikram Singh Mehta (Independent Director):** B.A. (Mathematics Honours) from St. Stephens College, B.A./M.A. (Politics and Economics Honours) from Magdalen College, Oxford University, and a Master's degree in Energy Economics.  Experience in the Indian Administrative Service and think tank leadership is mentioned,  but specific years of experience in these fields are not given.

* **Mr. Amit Jain (Independent Director):** Masters in Business Administration from Faculty of Management Studies and an Advanced Management Programme from Wharton Business School.  Over three decades of experience in FMCG, Entertainment, Media, and Beauty sectors.


**Key Management Personnel (Page 46-47):**

* **Mr. Sameer Khetarpal (CEO & Managing Director):**  (Information as above)

* **Ms. Deepti Gupta (Executive Vice President, Human Resource & Administration):** PGDM in HR from MDI Gurgaon. 18+ years of experience in human resources across various sectors.

* **Mr. Sameer Batra (President & Chief Business Officer, Domino's India):** MBA in Marketing from Goa Institute of Management, Bachelor's in Mechanical Engineering. 23+ years of experience in Amazon India and Airtel.

* **Mr. Vaneet Singla (Executive Vice President & Chief Product Officer):** MBA from FMS Delhi and B.Tech (Hons) from NIT Jalandhar.  Experience in various product and business management roles,  specific number of years not given.

* **Mr. Avinash Kant Kumar (President - Value Chain Engineering, Hong's Kitchen, International Business & CSR):** PGDIE from NITIE and B.Tech from IIT Kharagpur. 30+ years of experience in supply chain management at various companies.

* **Ms. Suman Hegde (Executive Vice President & Chief Financial Officer):** Chartered Accountant and MBA from Jamnalal Bajaj Institute of Management Studies. Over two decades of experience in Unilever.

* **Mr. Chitrank Goel (Executive Vice President & Business Head, Dunkin'):** MBA from Infinity Business School and an executive program in restaurant design and management at IIM Ahmedabad.  19+ years of experience in sales, marketing, and category development in food and beverage.

* **Mr. Gaurav Pande (Executive Vice President & Business Head, Popeyes):** PGDBM in Marketing from XLRI Jamshedpur and B.Tech. in Electrical Engineering.  20+ years of experience in building brands and businesses in FMCG, Nutrition, and D2C industries in India and Asia-Pacific markets.

* **Mr. Pawan Kumar (Executive Vice President & Chief Technology Officer):** MCA in Computer Science from Kurukshetra University. 22+ years of experience in technology.

* **Mr. Somnath Das (Senior Vice President, Head Supply Chain & Manufacturing):** Post Graduate Diploma in Management from IIM Calcutta and B.E. Production from NIT Tiruchirapalli. Over 2 decades of experience in manufacturing and supply chain management.

* **Mr. Vibhor Gupta (Senior Vice President & Head of Operations, Domino's India):** Computer Engineering from University of New Brunswick, PGDM from IIM Calcutta. Management Consulting experience at Bain and leadership roles at Airtel,  years of experience are not given.

* **Mr. Rahul Bharde (Senior Vice President, Analytics & Insights):** M.Tech in Industrial Engineering and Operations Research from IIT Bombay. 18 years of experience in Analytics and data science.

* **Mr. Narottam Sharma (Vice President & Chief Information Officer):** MBA in IT and Strategy from MDI Gurgaon, B.S. in Information System from BITS Pilani. 25+ years of experience in various companies.

"
17,2/28/25 21:15,JUBLFOOD,3,45,2,"The content clearly states that there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges as of March 31st, 2024. The reviewer has thoroughly examined the relevant sections, including the Corporate Governance Report and the Directors' Responsibility Statement, but found no such information provided. (Source: Jubilant Foodworks Limited's Integrated Annual Report (2023-24)) - No specific page number mentioned."
18,2/28/25 21:15,JUBLFOOD,4,48,2,"Overall attendance ratio for all board members on an average is more than 0.90, with a combined attendance ratio of 96.11% (as per page 67 of Jubilant FoodWorks Limited Annual Report as of 31st March 2022)."
19,2/28/25 21:15,JUBLFOOD,4,49,2,"The Jubilant FoodWorks Limited Annual Report (31st March 2024) clearly indicates that the Board of Directors held seven meetings during the fiscal year, which exceeds the threshold of four meetings. According to the report, page 84 states: 'The Board of Directors held seven meetings during the fiscal year.' This information is sourced from the annual report and can be verified accordingly."
20,2/28/25 21:15,JUBLFOOD,4,51,2,"The Jubilant FoodWorks Board collectively possesses strong expertise (more than 10 years each) in at least three areas: General Management, Legal, and Marketing. Additionally, at least one member has prior working experience in the food service industry, which is relevant to the company's major industry. Specifically, Mr. Hari S. Bhartia and Mr. Shyam S. Bhartia have over 39 years of experience in the food service industry (Reference: Annexure A, page 11), while Mr. Sameer Khetarpal has 25+ years of experience in sectors including food service (Reference: Annual Report, page ?). The presence of experts from these areas, along with relevant industrial experience, demonstrates the board's collective expertise and relevance to the company's industry."
21,2/28/25 21:15,JUBLFOOD,4,52,2,"The gender ratio of independent board members at Jubilant FoodWorks Limited as of March 31, 2024 is 0.4 or 40%. Since this is greater than 0.3, we score a 2. The calculation is based on the provided document 'Jubilant FoodWorks Limited Integrated Annual Report 2023-24', page 44."
22,2/28/25 21:16,JUBLFOOD,4,53,1,"The female to total workforce ratio in Jubilant FoodWorks Limited for the year ended 31st March 2024 is calculated by dividing the number of female employees (34% of total workforce) by the total number of employees. This gives us a ratio of 0.34 or approximately 0.17 (rounded to two decimal places). As this falls between 0.1 (inclusive) and 0.3, we assign a score of 1. Reference: Jubilant FoodWorks Limited Integrated Annual Report for the year ended 31st March 2024, page 31"
23,2/28/25 21:16,JUBLFOOD,4,54,2,"As of March 31, 2024, 55% of the Jubilant FoodWorks Limited Board of Directors are Independent Directors (found on page 37 of their Integrated Annual Report 2023-24). Since the chairman is non-executive and not a promoter, this meets the criteria for independence. The report does not indicate that the chairman is also a promoter."
24,2/28/25 21:16,JUBLFOOD,4,55,1,"The committee formation does not fully meet our criteria. Criteria 2 (Audit committee and NRC committee members should be independent) is satisfied as all Audit Committee members are independent, but Criteria 3 (members on either Audit committee or NRC committee should not be on board for more than 10 years) is violated because Shyam S. Bhartia and Hari S. Bhartia have served on the Board for more than 10 years as of March 31, 2024. Only one criteria is violated, so the score is 1."
25,2/28/25 21:16,JUBLFOOD,4,63,2,"The CEO compensation for Sameer Khetarpal for the fiscal year ended March 31, 2024, is ₹66.23 million (found on page 47 of the annual report). The consolidated net profit for the same period is ₹4,007.52 million (found on page 67 of the annual report). Calculating the ratio R2 (CEO Compensation / Net Profit), we get: R2 = ₹66.23 million / ₹4,007.52 million = 0.0165 or approximately 1.65%. Since this ratio is less than 0.05, it meets our criteria for CEO compensation being fine."
0,3/1/25 9:05,PAYTM,2,18,2,"Paytm has publicly disclosed its health and safety policies, including the Policy on Prevention of Sexual Harassment of Women at Workplace (POSH) and Equal Employment Opportunity Policy for Persons with Disabilities. Additionally, the company's Employee Learning & Development Policy (Version 1.0) focuses on proactive risk mitigation through training and awareness programs, which indirectly contributes to a safer work environment. The policies also emphasize the importance of creating an inclusive and non-discriminatory work environment. Furthermore, Paytm's Annual Report (FY24) reveals that there were no accidents involving employees during the year and no fatalities. References: Policy on Prevention of Sexual Harassment of Women at Workplace (POSH), page 33; Equal Employment Opportunity Policy for Persons with Disabilities, page 43; Employee Learning & Development Policy (Version 1.0); Paytm Annual Report (FY24), pages 126-128."
1,3/1/25 9:05,PAYTM,2,19,2,"The company has publicly disclosed its policy on prevention of sexual harassment, titled 'Policy on Prevention of Sexual Harassment of Women at Workplace (POSH)' and details a formal redressal mechanism. The document also outlines procedures for preventing such incidents, receiving complaints, conducting inquiries, and providing remedies. Additionally, the company's Annual Report 2024 mentions that it has a constituted Internal Complaints Committee (“ICC”) to address complaints, and employees receive mandatory training on the POSH policy annually. Although there is no information on specific sexual harassment incidents, the report does mention one complaint pending from the previous fiscal year (2022-23) that was resolved during 2023-24. This suggests that the company has provided information on the number of sexual harassment incidents and publicly disclosed its prevention of sexual harassment policy."
2,3/1/25 9:05,PAYTM,2,20,1,"Paytm has explicit policies concerning Information Security, which includes some aspects of supplier selection and management, primarily focusing on security. However, a dedicated and comprehensive policy specifically detailing the full criteria for supplier/vendor selection and a full management framework is not present in these extracts. The existence of a separate ""Supplier Relationship Management Policy"" is mentioned, but its content is unavailable in these document extracts. Therefore, while there is evidence of security-focused processes, a complete picture of Paytm's supplier selection and management policies is not available from the provided documents alone."
3,3/1/25 9:05,PAYTM,2,21,0,"Yes, the annual report of One 97 Communications Limited as of March 31, 2024, indicates some delayed repayments to lenders, creditors, and suppliers (Annexure 1 to the Independent Auditor's Report, page 182). The report notes overdue amounts for undisputed statutory dues, including goods and service tax, employee state insurance, income tax, etc. This suggests that the company has delayed payments to certain parties. Although the report does not explicitly label all these as 'delayed', it notes overdue amounts and explains the circumstances surrounding them."
4,3/1/25 9:05,PAYTM,2,22,2,"Paytm's policies, as found on their website, demonstrate a comprehensive commitment to ethical conduct, anti-corruption, and anti-bribery measures, with clear consequences for non-compliance. The **Anti-Bribery and Corruption Policy** clearly states that One97 Communications Limited has zero tolerance for bribery and corruption in any form, outlining measures such as prohibition on bribery and facilitation payments, internal controls to prevent and detect violations, compliance with anti-bribery and anti-money laundering laws, and reporting mechanisms for concerns. The policies demonstrate a clear commitment to ethical standards and anti-corruption practices, making Paytm's overall score 2."
5,3/1/25 9:06,PAYTM,3,28,2,"The auditor's report expresses an unmodified opinion on both standalone and consolidated financial statements, indicating that no major concerns or qualified opinions were raised. The auditors highlighted two key audit matters in the standalone report and three in the consolidated report, but their opinions remained unmodified. There is no mention of auditor resignation due to a difference of opinion or any suspicious reason."
6,3/1/25 9:06,PAYTM,3,32,2,"The One 97 Communications Limited **Policy on Related Party Transactions (Version 4.0)** defines 'ordinary course of business' and clarifies that these criteria are not exhaustive, and the company will assess each transaction considering its specific nature and circumstances. The policy also covers the definition and materiality of transactions, defining 'Material Related Party Transaction' as a transaction exceeding INR 1,000 Crore or ten percent of the annual consolidated turnover of the Company. Furthermore, it defines 'Material Modification' as a change resulting in either a reduction or increase in the revenue or cost by 10% or more of the overall amount approved. However, there is no mention of a requirement for external auditors to review material related party transactions."
7,3/1/25 9:24,PAYTM,3,36,2,"The company transparently discloses the information about the shareholding pattern and top 10 shareholders in its annual report. The shareholding pattern is presented on page 90, breaking down the shareholding into categories such as Promoter and Promoter Group, Public Shareholding, and Non-Institutional Investor. Each category has specific numbers listed. Additionally, the annual report lists the top 10 shareholders holding more than 1% of the shares as on March 31, 2024, including exact percentage shareholding for each entity on page 88. Furthermore, the report clarifies that Mr. Vijay Shekhar Sharma is the sole Significant Beneficial Owner (SBO) of the Company as of August 14, 2023."
8,3/1/25 9:24,PAYTM,3,37,0,"Based on the provided corporate governance report, the shareholding information for board members and key management personnel is not explicitly listed in a tabular format providing both the number of shares and percentage of total shares. The report does provide shareholding information categorized by shareholder type (Promoter & Promoter Group, Public, etc.), but it does not break down holdings to individual board members or key management personnel. Therefore, I cannot fulfill your request to list all board members and key management personnel and their shareholding information as it is not present in the provided document. The shareholding pattern sections only show aggregate data for categories of shareholders (Promoters, Public, etc.) and not the breakdown for individual directors."
9,3/1/25 9:24,PAYTM,3,38,1,"Although One97 Communications Limited has a Dividend Distribution Policy that outlines parameters for determining dividend distribution, it does not specify a fixed dividend payout ratio. The policy emphasizes that the Board retains discretion in determining dividend payout. Although there have been deviations from the policy (no dividend was declared in FY 2022-23 and FY 2024 due to lack of profits), the company's annual reports provide clear guidance on the reasons for these deviations, which is acceptable under the scoring criteria."
10,3/1/25 9:24,PAYTM,3,44,0,No justification provided.
11,3/1/25 9:24,PAYTM,3,45,2,"Based on my review of the Paytm Annual Report for the year ended March 31, 2024, there is no mention of any directors, board members, or key management personnel being fined by regulatory bodies or stock exchanges. I have thoroughly examined the relevant sections of the report, including the ""Board's Report"" (pages 22-69), ""Corporate Governance Report"" (pages 60-136), and the ""Business Responsibility & Sustainability Reporting"" section (pages 103-169), and found no such information."
12,3/1/25 9:24,PAYTM,4,48,2,"Based on the provided information, we can calculate the overall attendance ratio for all board members. As of March 31, 2024, the average attendance ratio for the board members who have been on the board for at least three years is approximately 91.2%. This indicates that most board members have an excellent attendance record. The only exceptions are Mrs. Pallavi Shardul Shroff and Mr. Ashit Ranjit Lilani, both of whom had an attendance rate of around 88.89%. Considering this information, the overall attendance ratio for all board members is more than 0.90, which corresponds to a score of 2."
13,3/1/25 9:24,PAYTM,4,49,2,"The Board of One97 Communications Limited met nine times during the financial year 2023-24 (April 1, 2023 to March 31, 2024), exceeding the minimum threshold of four meetings. The text explicitly states that 'the board met nine times during the financial year 2023-24', which is mentioned on page 62 of the Annual Report (as of March 31, 2024). Additionally, it is noted that some business was transacted through circulation to meet urgent requirements. This information confirms that the board met more than four times, warranting a score of 2."
14,3/1/25 9:32,PAYTM,4,51,0,"Although some individual board members have relevant experience, collectively the board does not possess strong expertise (more than 10 years) in any specific area due to lack of quantifiable information about their expertise. Additionally, while some board members have prior experience in the financial technology industry, it is unclear whether they have experience specifically in the sector Paytm operates in."
15,3/1/25 9:32,PAYTM,4,52,1,"The gender ratio of independent directors on the Paytm board as of March 31, 2024, is 25% (1/4), which is less than 0.3 but more than 0. According to the source, 'Paytm Annual Report 2024', page 5, there is one woman and three men among the independent directors."
16,3/1/25 9:33,PAYTM,4,53,1,"The Paytm Annual Report (2024) reports that out of a total workforce of 28,107 employees, 1,603 are female, which translates to a percentage of 5.70%. Although the percentage is below 0.3, it falls within the range of 0.1 to 0.3, as mentioned in the scoring criteria. (Source: Paytm Annual Report (2024), page 105)"
17,3/1/25 9:33,PAYTM,4,54,1,"Although Paytm's chairman, Mr. Vijay Shekhar Sharma, is also the executive/promoter, the company has an independence of board members score of 0.5714 or more (57.14%). This meets the criteria for a Score 1. Additionally, although there are vintage members on the board who do not explicitly affirm their independence annually, they have affirmed compliance with the Code of Conduct for Independent Directors as required by the company's policy."
18,3/1/25 9:33,PAYTM,4,55,2,"The Audit Committee and NRC committee members are independent (Criteria 1 & 2). Additionally, no member on either committee has been on the board for more than 10 years (Criteria 3), as Mr. Ravi Chandra Adusumalli is the only one with a tenure exceeding 10 years, but he is not a member of either committee. Therefore, no criteria is violated."
19,3/1/25 9:33,PAYTM,4,63,1,"The CEO's total compensation (INR 44.51 crore) is more than 0.05 of net profits (-INR 14,224 crore), which is INR 704.2 crore (0.05 x -INR 14,224 crore). According to the calculation R2 = CEO compensation / Net Profit (loss) = 44.51 crore / -14,224 crore = -0.00313, the ratio is negative because of the net loss. This means that the CEO's compensation is not more than 5% of the total net losses incurred. Source: Paytm Annual Report 2024, Page 22, 104"
20,3/1/25 9:39,PAYTM,1,4,2,"Based on the provided One 97 Communications Ltd Corporate Governance report (Page 2), all directors are marked as non-permanent board members, except for Vijay Shekhar Sharma who was initially appointed more than 5 years prior to March 31st, 2024. There is no mention of any board member belonging to a lender group in the Paytm Annual Report (FY24) or the provided One 97 Communications Ltd Corporate Governance report."
21,3/1/25 9:39,PAYTM,1,7,1,"The gap between March 31, 2024 (FYE) and September 12, 2024 (AGM) is 164 days, which falls within the range of 120-180 days. As per the scoring criteria, this suggests a score of 1. The justification for this score is that the gap between the FYE and AGM is not excessive or unusually long, indicating that the company is taking reasonable time to hold its annual general meeting."
22,3/1/25 9:40,PAYTM,1,10,2,"The policy explicitly addresses several scenarios of potential conflict, including supplier and customer relationships, and mandates disclosures of any potential or existing conflicts of interest to a manager and HRBP. The scope of this section extends to all employees, trainees, consultants, and associates, including (implicitly) members of the board. Additionally, the company has disclosed related party transactions, including those with entities where board members have other directorships. Although there is no direct mention of linkages between key management personnel or board members and key suppliers or vendors, the absence of a statement on this matter does not definitively rule out the possibility of indirect linkages that are not detailed in the annual report. The company also has disclosed past affiliations with competitors but emphasizes the independence of the board members and the lack of any current conflict of interest arising from these past affiliations."
23,3/1/25 9:40,PAYTM,1,12,2,"Since there are no royalty transactions mentioned in the provided JSON data, the ratio of royalty payments to related parties to the profit of the company cannot be calculated. However, we can consider the total amount of royalty transactions (₹0) and compare it to the company's loss (₹14,224 crore). As stated on page 301, the consolidated financial statement shows a loss of ₹14,224 crore. The royalty revenue contributes nothing to offsetting this loss, making the ratio trivial. Therefore, based on the criteria, we score 2 as the ratio of royalty payments to related parties to the profit of the company is less than 0.1."
24,3/1/25 9:40,PAYTM,1,16,2,"The content does not suggest that the structure or mechanisms could violate minority stakeholders' rights. The Paytm Annual Report 2024 (page 96) states that there are no identifiable promoters, and disclosures related to promoter shareholding are not applicable. Additionally, the report provides detailed information on the holding structure, ownership percentages, and relationships between entities, although it may require a deeper analysis to fully understand the complexity of the structure. Overall, there is no evidence to suggest that the structure or mechanisms could disproportionately affect minority stakeholders' rights."
0,2/26/25 21:33,PCJEWELLER,1,4,2,"All directors' appointment dates are within the last five years, so none of them can be considered permanent. The report explicitly states that there is **no mention** that any board member belongs to a lender group (Page 2). Therefore, based on the provided information, all directors can be classified as non-permanent board members."
1,2/26/25 21:33,PCJEWELLER,1,7,2,"The gap between the FYE (March 31, 2024) and the last AGM (September 30, 2023) is approximately 6 months, which falls within the range of less than 120 days. This score of 2 is given as the gap is well below the threshold of 180 days. The calculation for the gap was done by subtracting the FYE date from the AGM scheduled date, and the result was 6 months, indicating a very short period between the two events."
2,2/26/25 21:33,PCJEWELLER,1,10,0,"I could not make judgement, however content is : Yes, PC Jeweller Limited has a policy addressing conflict of interest, specifically within its ""Code of Conduct for Directors and Senior Management,"" as found on the company website.  

Section 4.2, ""Conflict of Interest,"" states that Directors and Senior Management ""shall not engage in any business, activity or relationship, which may be in conflict with the interest of the Company.""  The policy mandates disclosure to the Board if such a situation arises.  It also prohibits the exploitation of corporate property, information, or position for personal gain without Board disclosure and approval.

However, the provided document does *not* explicitly detail policies regarding board cross-linkages or interlocking directorates.  While the Code of Conduct establishes a framework for ethical conduct, it does not address the specifics of potential conflicts arising from directors serving on multiple boards, potentially impacting related companies.  Therefore, based solely on the provided ""Code of Conduct for Directors and Senior Management"" document, the existence of a specific policy addressing board cross-linkages cannot be confirmed.

Based on the provided text from PC Jeweller Limited's ""Nomination & Remuneration Policy,"" there's no explicit statement strictly prohibiting an executive director from serving on the Nomination and Remuneration Committee.  The document does not address this specific restriction.

Yes, according to the Corporate Governance report (page 3), as of December 31st, 2024, the Nomination and Remuneration Committee includes one executive director, Balram Garg.  There is no information in this report about non-independent directors in this committee.The provided text is a corporate governance report for PC Jeweller LTD.  as of December 31st, 2024, not March 31st, 2024.

The Nomination and Remuneration Committee, according to the report's Annexure 1,  had the following members as of December 31st, 2024:

* **Sannovanda Machaiah Swathi:** Non-Executive Independent Director (Chairperson)
* **Mahesh Agarwal:** Non-Executive Independent Director
* **Farangi Lal Kansal:** Non-Executive Independent Director

Therefore, as of December 31st, 2024,  **no non-independent directors** served on the Nomination and Remuneration Committee.  The report does not contain information for March 31st, 2024.

Based on the provided text extracted from PC Jeweller Limited's website, there is no explicit policy that strictly prohibits executive directors from serving on the Audit Committee.  However, the ""Nomination & Remuneration Policy"" mentions the composition of the Audit Committee, stating that only Independent Directors will approve Related Party Transactions.  This suggests that while executive directors may be *part* of the Audit Committee, their approval of such transactions is restricted.  More information would be needed to definitively answer the question.

Yes, the corporate governance report for PC Jeweller Ltd. as of December 31, 2024 (Page 3) shows that Balram Garg, an Executive Director, is a member of the Audit Committee.  There is no mention of any non-independent director.
Yes, please attempt to find an answer using the revised query:  ""Does the company have any non-independent members on its Audit Committee?"" using the provided text.
That's a correct interpretation of the provided text from page 3 of PC Jeweller Ltd.'s corporate governance report.  The report clearly states that the Audit Committee consists only of independent directors.

Based on my analysis of the provided PC Jeweller Limited Annual Report (as of 31 March 2024), there is no explicit mention of direct linkages between key management personnel or board members and key suppliers or vendors.

The report does contain a section (Note 37, Related Party Transactions, pages 119-126) detailing transactions with related parties.  However, this section focuses on financial relationships with subsidiaries and certain individuals (identified as Key Management Personnel and Directors).  It doesn't directly show relationships with external suppliers or vendors.  While some related parties might indirectly be involved in the supply chain, there's no information provided to confirm such linkages.

Based on my analysis of the provided PC Jeweller Limited Annual Report (as of 31st March 2024), there is no mention of any linkages between key management personnel or board members and competitors.  The report does not disclose any such relationships.
"
3,2/26/25 21:34,PCJEWELLER,1,12,2,"Since the total amount of royalty transactions is 0, a comparison with the company's profit (a net loss of ₹629.36 crores) is trivial; 0 is significantly less than the net loss."
4,2/26/25 21:34,PCJEWELLER,1,16,2,"Based on the Annual Report of PC Jeweller Limited as of 31st March 2024, there is no evidence that suggests a structure or mechanism could violate minority stakeholders' rights. The report clearly outlines the shareholding pattern (page 65) and details of subsidiaries (pages 11, 19). Additionally, it provides information on cross-entity holdings (page 19, Annexure 1), but there's no indication of complicated structures or indirect holdings that would disproportionately increase promoter voting power. Overall, the report appears transparent in its disclosure of ownership structure, which does not give an impression of being opaque to the extent that the ultimate beneficiary cannot be fully determined."
5,2/26/25 21:34,PCJEWELLER,2,18,2,"The company has publicly disclosed its health and safety policies, including the Business Responsibility Policy which outlines its commitment to providing a safe and healthy working environment (page 9). Although specific preventative measures are not explicitly mentioned, the policy demonstrates a proactive approach to reviewing and improving processes to minimize risks to employee health and safety. Additionally, the policy mentions policies in place such as the 'Whistle Blower Policy' and 'Policy against Sexual Harassment' which indirectly suggest the existence of trainings. While there is no explicit mention of extending health, safety, and welfare initiatives to suppliers and vendors, the Business Responsibility Policy does consider stakeholders' interests, including those of suppliers/vendors."
6,2/26/25 21:34,PCJEWELLER,2,19,1,"The company has publicly disclosed its prevention of sexual harassment policy, which outlines procedures for making a 'Protected Disclosure' and assures protection from reprisals. Although it does not mention any specific incidents of sexual harassment, it provides information on the number of complaints received (none) during the year under review. The annual report (page 13) specifically states that the company has adopted a policy against sexual harassment and has constituted an Internal Complaints Committee for redressal of complaints. Reference: Annual Report (Page 13)"
7,2/26/25 21:34,PCJEWELLER,2,20,1,"Although PC Jeweller Limited does not have dedicated policies specifically titled 'Supplier/Vendor Selection Policy' or 'Supplier/Vendor Management Policy', it's acknowledged that the company has indirect references to supplier relations in its Business Responsibility Policy (Source: PC Jeweller Limited's Business Responsibility Policy). The policy mentions the Company's commitment to ethical conduct and fair dealing with stakeholders, which implies a commitment to responsible supplier relationships. However, no explicit supplier selection or management details are given, indicating that policies for both supplier/contractor management and selection are not available. Therefore, I score this as 1, as policies are available for one aspect (supplier relations) but not the other."
8,2/26/25 21:34,PCJEWELLER,2,21,0,"Yes, the auditor's report and notes to the financial statements for PC Jeweller Limited as of 31 March 2024 indicate delayed repayments to lenders, creditors, and suppliers. The report explicitly states that the company is contesting this classification in legal proceedings. There is evidence of delayed payments to lenders (Page 11) and creditors and suppliers (Page 105, Page 130, Page 178)."
